"address.changes";"address.language";"address.lang.changes";"current.profession";"profession.changes";"gender";"num.gender.corrections";"name.changes";"current.nationality";"nationality.changes";"phone.changes";"cust.age";"credit.card.owner";"mean.num.atm.withdr";"mean.num.check.cash.withdr";"mean.num.check.cash.deposits";"mean.num.reg.pmnt.init.by.cust";"mean.num.salary.deposits";"mean.num.transfers";"mean.amnt.pmnts.init.by.cust";"mean.num.security.pur.ord";"mean.num.security.sales.ord";"mean.amnt.atm.withdr";"mean.check.cash.withdr";"mean.cash.deposits";"mean.amnt.reg.pmnt.init.by.cust";"mean.check.credits";"mean.salary.deposits";"mean.check.debits";"mean.amnt.transfers";"mean.num.pmnts.init.by.cust";"mean.amnt.security.pur.ord";"mean.amnt.security.sales.ord";"mean.num.saving.cash.withdr";"mean.num.saving.cash.deposits";"mean.amnt.saving.cash.withdr";"mean.amnt.saving.cash.deposits";"mean.saving.balance";"stdev.num.atm.withdr";"stdev.num.check.cash.withdr";"stdev.num.check.cash.deposits";"stdev.num.reg.pmnt.init.by.cust";"stdev.num.salary.deposits";"stdev.num.transfers";"stdev.amnt.pmnts.init.by.cust";"stdev.num.security.pur.ord";"stdev.num.security.sales.ord";"stdev.amnt.atm.withdr";"stdev.check.cash.withdr";"stdev.cash.deposits";"stdev.amnt.reg.pmnt.init.by.cust";"stdev.check.credits";"stdev.salary.deposits";"stdev.check.debits";"stdev.amnt.transfers";"stdev.num.pmnts.init.by.cust";"stdev.amnt.security.pur.ord";"stdev.amnt.security.sales.ord";"stdev.num.saving.cash.withdr";"stdev.num.saving.cash.deposits";"stdev.amnt.saving.cash.withdr";"stdev.amnt.saving.cash.deposits";"stdev.saving.balance";"cust.age.bin";"mean.salary.deposits.bin"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;35.6666667;"Yes";4.27272727;1;0;1;1;0;0.09090909;0.18181818;0.09090909;1727.27273;881.27938;0;682.5;4961.28741;4803.1056;4862.8621;0;6.3554429;210.90909;158.18182;0;0;0;0;10936.3433;1.3483997;0;0;0;0;0;0.3015113;0.4045199;0.3015113;950.88476;80.2648;0;0;520.1030904;92.4097173;996.2515;0;21.07862;536.1614;524.6297;0;0;0;0;0;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
0;"EN";0;"teacher";0;"m";0;0;"YU";0;0;58.6666667;"Yes";2.42857143;1.42857143;0;0;1;0;0.14285714;0;0;1307.14286;3387.2849;0;0;6437.06663;6437.0666;6040.68487;0;53.3999694;0;0;0;0.42857143;0;1414.285714;897472.2885;1.8126539;0.5345225;0;0;0;0;0.3779645;0;0;1057.68165;2664.715;0;0;2132.385036;2132.385036;2612.571;0;141.283039;0;0;0;0.5345225;0;2708.27656;4517.7428;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"teacher";0;"m";0;0;"CH";0;0;35;"Yes";4.09090909;1;0;1.4545455;1;0;0;0;0;1359.09091;2324.50607;0;1701.0101;7407.72625;7407.7263;6593.69798;0;0;0;0;0;0;0;0;141094.1627;1.4459976;0;0;0.9341987;0;0;0;0;0;718.26812;1116.146;0;1092.49352;2251.3986831;2251.3986831;584.3493;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"GE";0;"business";0;"m";0;0;"YU";0;0;68.75;"Yes";1.81818182;1;0;0;0;1;0;0;0;522.72727;3089.15437;0;0;5716.425;0;4661.88164;5716.425;0;0;0;0;0;0;0;26976.4471;1.0787198;0;0;0;0;0;0;0;0;26.11165;8.090659;0;0;0;0;25.88416;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;27.25;"Yes";1.5;1.33333333;0;1;1;0;0;0;0;1625;2510.9322;0;877.5;6141.828;6141.828;6613.4322;0;0;0;0;0;0.33333333;0;1550;33287.8613;0.5477226;0.5163978;0;0;0;0;0;0;0;1629.03346;3462.248;0;0;3.4572914;3.4572914;3555.151;0;0;0;0;0;0.5163978;0;3465.11183;4441.0209;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"EN";0;"no";0;"m";0;0;"YU";0;0;21.6666667;"Yes";2;1;0;0;0;1;0.5;0;0;300;368.55019;0;0;743.97665;0;757.91267;743.976647;89.362481;0;0;0;0;0;0;0;1.4142136;0;0;0;0;0;0.7071068;0;0;0;1.015787;0;0;0.1614457;0;127.3934;0.1614457;126.377633;0;0;0;0;0;0;0;"2:[20.63,40.35)";"1:[0.00,2,492.62)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;56.6666667;"Yes";1;1;0;0;1;0;0;0;0;1866.66667;3635.66977;0;0;5664.12;5664.12;6569.0031;0;0;0;0;0;0;0;0;653644.4982;0;0;0;0;0;0;0;0;0;1847.52086;128.8702;0;0;1.54;1.54;1048.834;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"IT";0;"teacher";0;"m";0;0;"CH";0;0;49.5;"Yes";4.2;1.2;0;0;1;0;0;0;0;1370;4044.33484;0;0;6073.27875;6073.2788;6474.33484;0;0;0;0;0;0.2;0;660;111119.7039;1.3038405;0.4472136;0;0;0;0;0;0;0;1135.01101;1541.796;0;0;2.674101;2.674101;2084.358;0;0;0;0;0;0.4472136;0;1475.80487;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"IT";0;"lawyer";0;"f";0;0;"CH";0;0;48.4166667;"Yes";4.33333333;2;0;0;1;0;0;0;0;2916.66667;7555.53934;0;0;10747.737;10747.737;10472.20601;0;0;0;0;0;1;0;2666.666667;730413.125;0.5773503;0;0;0;0;0;0;0;0;1154.70054;143.1609;0;0;3.003;3.003;1297.832;0;0;0;0;0;0;0;635.0853;2300;"3:[40.35,60.07)";"5:[9,970.48,12,463.10]"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;41.75;"Yes";2;1.66666667;0;0;1;0;0.33333333;0;0;1950;6670.70054;0;0;9456.7473;9456.7473;9902.73676;0;65.3695503;0;0;0;0.66666667;0;5233.333333;870080;1.7320508;0.5773503;0;0;0;0;0.5773503;0;0;1818.65335;7883.379;0;0;2.7027;2.7027;8600.442;0;113.223382;0;0;0;0.5773503;0;7801.49558;866.0254;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"GE";0;"no";0;"m";0;0;"CH";0;0;21.0833333;"Yes";1;1;0;0;0;1;0;0;0;1250;1416.61263;0;0;687.49312;0;2666.61263;687.493125;0;0;0;0;0;0;0;1837651.3136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"1:[0.00,2,492.62)"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;41.5;"Yes";2.36363636;1.09090909;0;0.8181818;1;0;0.54545455;0;0;1895.45455;4352.68159;0;460.22727;8010.00428;8010.0043;7196.56844;0;488.205025;0;0;0;0.09090909;0;2636.363636;645644.9814;1.2060454;0.3015113;0;0.4045199;0;0;0.522233;0;0;643.21635;9011.381;0;273.05094;3724.4354123;3724.4354123;8820.325;0;1278.608352;0;0;0;0.3015113;0;8743.82899;11731.07761;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"IT";0;"police";0;"m";0;0;"CH";0;0;77.5;"Yes";2.09090909;1.36363636;0;0;0;1;0.09090909;0;0;600;2465.04877;0;0;4141.15416;0;4294.14534;4141.15416;1.8238373;0;0;0;0.36363636;0;1500;1028045.6852;1.1361818;0.504525;0;0;0;0;0.3015113;0;0;0;2127.182;0;0;3.5001668;0;2125.659;3.5001668;6.048984;0;0;0;0.504525;0;2125.55875;5266.89489;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"chemist";0;"f";0;0;"CH";0;0;25.0833333;"Yes";0.55555556;1;0;0.6666667;0.6666667;0.33333333;0.33333333;0;0;155.55556;496.33594;0;715;3465.91245;3465.9125;1487.88028;0;120.9887767;0;0;0;0.11111111;0;301.722739;603.4455;0.7264832;0;0;0.5;0.5;0.5;0.5;0;0;215.70299;469.3689;0;536.25;2970.9999679;2970.9999679;493.0679;0;284.24532;0;0;0;0.3333333;0;905.16822;1197.425;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
1;"GE";0;"lawyer";0;"f";0;0;"CH";0;1;52.9166667;"Yes";2.5;1;0;0;1;0;0.25;0;0;931.25;1135.59378;0;0;5519.75799;5519.758;3109.88225;0;24.2884688;0;0;0;0;0;0;1298278.4991;0.9258201;0;0;0;0;0;0.46291;0;0;663.82953;858.4058;0;0;1737.1219892;1737.1219892;929.2921;0;47.726019;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;45.0833333;"Yes";4.36363636;1;0;0;1;0;0.18181818;0;0;736.36364;3010.36365;0;0;3771.516;3771.516;4479.94514;0;28.6724035;0;0;0;0.09090909;0;399.272727;192974.3129;1.0269106;0;0;0;0;0;0.4045199;0;0;425.49436;53.59933;0;0;1146.1967371;1146.1967371;373.3776;0;63.993348;0;0;0;0.3015113;0;1324.23783;1324.23783;"3:[40.35,60.07)";"2:[2,492.62,4,985.24)"
0;"IT";0;"lawyer";0;"f";0;0;"CH";0;0;58.9166667;"Yes";2.33333333;1.22222222;0;0;1;0;0;0;0.11111111;1511.11111;2628.63372;0;0;5623.29774;5558.8533;4139.74483;0;0;0;64.44444;0;0.22222222;0;477.777778;1570910.9474;1.3228757;0.4409586;0;0;0;0;0;0;0.3333333;509.76574;1021.942;0;0;1862.8170463;1669.4841068;951.3767;0;0;0;193.3333;0;0.4409586;0;964.07699;1565.33631;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;45.8333333;"Yes";3;1.33333333;0;0;1;0;0;0;0;3966.66667;8307.57626;0;0;9589.1796;9589.1796;12274.24293;0;0;0;0;0;0.66666667;0;3964.666667;511884.3616;0;0.5773503;0;0;0;0;0;0;0;1675.06219;4646.681;0;0;2.7027;2.7027;6321.514;0;0;0;0;0;1.1547005;0;6867.0041;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"FR";0;"police";0;"m";0;0;"CH";0;0;24.0833333;"Yes";1.71428571;1.42857143;0;1;1;0;0;0;0;1185.71429;2685.81067;0;600;6773.50457;6773.5046;5685.81067;0;0;0;0;0;0.42857143;0;1985.714286;6613.879;1.1126973;0.5345225;0;0;0;0;0;0;0;898.94118;3181.197;0;0;2244.3045082;2244.3045082;3020.391;0;0;0;0;0;0.5345225;0;3195.01099;6273.22352;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"engineer";0;"f";0;0;"CH";0;0;49;"Yes";4.45454545;1;0;0;1;0;0;0;0;2168.18182;5499.67515;0;0;7643.3112;7643.3112;7667.85697;0;0;0;0;0;0;0;0;30971.3585;1.1281521;0;0;0;0;0;0;0;0;690.75058;4495.632;0;0;2322.8211484;2322.8211484;4400.161;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"4:[7,477.86,9,970.48)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;71.75;"Yes";2.25;1;0;0;0;1;0.125;0;0;562.5;3767.16312;0;0;4632.4278;0;5469.06429;4632.4278;20.6511715;0;0;0;0;0;0;568978.2929;1.4880476;0;0;0;0;0;0.3535534;0;0;23.1455;14.10316;0;0;2.9423271;0;60.19888;2.9423271;58.410333;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;70.25;"Yes";2.8;1;0;0;0;1;0;0;0;750;1873.24431;0;0;6506.5;0;4153.24431;6506.5;0;0;0;0;0;0;0;1108599.9428;1.3038405;0;0;0;0;0;0;0;0;0;13.19571;0;0;0;0;26.14169;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"EN";0;"no";0;"m";0;0;"YU";0;0;20.5;"Yes";1.55555556;1;0;0;0;1;0.11111111;0;0;150;218.20465;0;0;739.98107;0;631.76667;739.981069;13.5620155;0;0;0;0;0;0;0;0.7264832;0;0;0;0;0;0.3333333;0;0;0;7.317016;0;0;0.6252766;0;44.43895;0.6252766;40.686047;0;0;0;0;0;0;0;"1:[0.92,20.63)";"1:[0.00,2,492.62)"
0;"IT";0;"police";0;"m";0;0;"CH";0;0;45.75;"Yes";2.33333333;1.33333333;0;0;1;0;0.33333333;0;0;1550;2653.16002;0;0;5758.9092;5758.9092;5202.17286;0;49.0128391;0;0;0;0.33333333;0;733.333333;551627.5144;0.5773503;0.5773503;0;0;0;0;0.5773503;0;0;1472.24319;1243.232;0;0;1.6236;1.6236;1092.217;0;84.892728;0;0;0;0.5773503;0;1270.17059;1270.17059;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"teacher";0;"m";0;0;"GE";0;0;40;"Yes";2.28571429;1.57142857;0;0;1;0;0;0;0;1278.57143;2808.47378;0;0;5599.44688;5599.4469;5337.04521;0;0;0;0;0;0.57142857;0;1371.428571;274977.8829;1.3801311;0.5345225;0;0;0;0;0;0;0;1079.68249;1700.147;0;0;1855.1072991;1855.1072991;1739.707;0;0;0;0;0;0.5345225;0;1734.66066;3711.18002;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"lawyer";0;"f";0;0;"CH";0;0;45;"Yes";3.14285714;1;0;0;1;0;0.14285714;0;0;1642.85714;3759.49025;0;0;5461.57755;5461.5776;6249.57114;0;4.3666051;0;0;0;0;0;0;536008.9563;0.6900656;0;0;0;0;0;0.3779645;0;0;629.43663;75.79595;0;0;1809.3768863;1809.3768863;464.9809;0;11.552951;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"business";0;"m";0;0;"CH";0;0;25.9166667;"Yes";5.5;1.5;0;1;1;0;0;0;0;1700;3377.49831;0;450;5164.59332;5164.5933;5527.49831;0;0;0;0;0;0.5;0;2375;15930.6055;2.081666;0.5773503;0;0;0;0;0;0;0;767.0289;2888.256;0;0;5.7255786;5.7255786;2489.183;0;0;0;0;0;0.5773503;0;2742.71763;3878.46619;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"engineer";0;"f";0;0;"CH";0;0;31.6666667;"Yes";2.57142857;1;0;1;1;0;0.14285714;0;0;1407.14286;852.9274;0;995.89286;4679.136;4679.136;4806.79397;0;15.1165672;0;0;0;0;0;0;1085.1621;1.3972763;0;0;0;0;0;0.3779645;0;0;1018.75274;108.2233;0;202.68345;2.9941022;2.9941022;639.646;0;39.994677;0;0;0;0;0;0;0;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
0;"GE";0;"police";0;"m";0;0;"CH";0;0;46.75;"Yes";2.36363636;1;0;0;1;0;0.09090909;0;0;1554.54545;2106.68666;0;0;5553.819;5553.819;5574.52116;0;81.470864;0;0;0;0;0;0;49779.0698;1.4333686;0;0;0;0;0;0.3015113;0;0;1427.31471;180.4769;0;0;1687.8392541;1687.8392541;1090.105;0;270.208287;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"lawyer";0;"f";0;0;"CH";0;0;31.0833333;"Yes";1;2;0;1;1;0;0;0;0;1850;9612.60664;0;262.5;4556.7522;4556.7522;11725.10664;0;0;0;0;0;1;0;6900;192799.6056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"2:[2,492.62,4,985.24)"
0;"IT";0;"chemist";0;"f";0;0;"CH";0;0;29.9166667;"Yes";2.28571429;1.85714286;0;1;1;0;0;0;0;1928.57143;4291.97793;0;675;6218.44938;6218.4494;6895.54936;0;0;0;0;0;0.85714286;0;2900;111647.7804;1.3801311;0.3779645;0;0;0;0;0;0;0;874.09817;2557.311;0;0;2060.3147891;2060.3147891;2433.168;0;0;0;0;0;0.3779645;0;2593.58182;6791.76672;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"business";0;"m";0;0;"CH";0;0;68.6666667;"Yes";1.57142857;1;0;0;0;1;0;0;0;707.14286;3427.23387;0;0;6506.5;0;5562.94816;6506.5;0;0;0;0;0;0;0;4750.7793;1.1338934;0;0;0;0;0;0;0;0;18.89822;28.21121;0;0;0;0;54.775;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"EN";0;"teacher";0;"f";0;0;"GB";0;0;51.5833333;"Yes";1.44444444;1;0;0;1;0;0;0;0;1450;3952.95971;0;0;6112.51575;6112.5158;5402.95971;0;0;0;0;0;0;0;0;2501.4159;0.5270463;0;0;0;0;0;0;0;0;406.97051;196.2856;0;0;1835.8139714;1835.8139714;263.9241;0;0;0;0;0;0;0;0;0;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"GE";0;"engineer";0;"m";0;0;"CH";0;0;27.8333333;"Yes";2.16666667;1;0;1;1;0;0;0;0;1800;1394.14917;0;825;5128.97;5128.97;4019.14917;0;0;0;0;0;0;0;0;2111.1144;0.7527727;0;0;0;0;0;0;0;0;563.91489;344.7769;0;0;2.8810762;2.8810762;223.7878;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"FR";0;"business";0;"f";0;0;"CH";0;0;35.4166667;"Yes";2;1.3;0;1;1;0;0;0;0;1570;2890.45553;0;600;5081.85024;5081.8502;5060.45553;0;0;0;0;0;0.3;0;980;71551.7431;0.942809;0.4830459;0;0;0;0;0;0;0;606.53845;1875.858;0;0;107.228528;107.228528;2012.251;0;0;0;0;0;0.4830459;0;1881.37066;3510.3656;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
0;"IT";0;"teacher";0;"m";0;0;"CH";0;0;76.1666667;"Yes";1.66666667;1;0.33333333;0;0;1;0;0;0;600;3752.60603;1796.2934;0;6574.63844;0;5552.60603;4778.345;0;0;0;0.33333333;0;1796.2934;0;940769.4752;1.1547005;0;0.5773503;0;0;0;0;0;0;0;21.24868;3111.2715;0;3112.3293747;0;21.24868;1.2214583;0;0;0;0.5773503;0;3111.2715;0;3111.2715;"4:[60.07,79.78)";"1:[0.00,2,492.62)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;25.75;"Yes";4.42857143;1;0;1;1;0;0;0;0;1592.85714;1588.5388;0;585;7756.61333;7756.6133;5202.11023;0;0;0;0;0;0;0;0;6004.7097;1.3972763;0;0;0;0;0;0;0;0;1074.4877;137.9441;0;0;2570.0146625;2570.0146625;783.5195;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"4:[7,477.86,9,970.48)"
0;"GE";0;"engineer";0;"f";0;0;"CH";0;0;64.5833333;"Yes";5;1;0;0;1;0;0;0;0;1600;3443.60031;0;0;3487.176;3487.176;5043.60031;0;0;0;0;0;0;0;0;298647.9145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4:[60.07,79.78)";"2:[2,492.62,4,985.24)"
0;"GE";0;"chemist";0;"m";0;0;"CH";0;0;46.0833333;"Yes";3.54545455;1;0.36363636;0;1;0;0.09090909;0;0;740.90909;17444.98933;5454.5455;0;9144.25511;3689.7097;18998.83001;0;67.4770397;0;0;0.36363636;0;5454.5455;0;524634.2143;1.8635255;0;0.504525;0;0;0;0.3015113;0;0;416.42417;51114.51;7567.8747;0;7704.3707704;1121.3290929;51299.91;0;223.796023;0;0;0.504525;0;7567.8747;0;21689.96416;"3:[40.35,60.07)";"2:[2,492.62,4,985.24)"
0;"IT";0;"teacher";0;"m";0;0;"IT";0;0;47;"Yes";4.6;1.3;0;0;1;0;0;0;0;1390;4919.92621;0;0;6988.19802;6988.198;7489.92621;0;0;0;0;0;0.3;0;910;199069.9763;1.7126977;0.4830459;0;0;0;0;0;0;0;770.56977;1725.486;0;0;2010.6834294;2010.6834294;1968.097;0;0;0;0;0;0.4830459;0;1720.75565;1871.09594;"3:[40.35,60.07)";"3:[4,985.24,7,477.86)"
0;"FR";0;"engineer";0;"m";0;0;"CH";0;0;60.5;"Yes";1.66666667;1;0;0;1;0;0.5;0;0;1550;4472.15418;0;0;6879.18;6879.18;7765.39793;0;118.243755;0;0;0;0;0;0;542795.4051;1.0327956;0;0;0;0;0;0.5477226;0;0;1371.86005;61.32928;0;0;3.4572914;3.4572914;750.3926;0;152.194588;0;0;0;0;0;0;0;"4:[60.07,79.78)";"3:[4,985.24,7,477.86)"
0;"GE";0;"chemist";0;"m";0;0;"CH";0;0;30.8333333;"Yes";4.5;1;0;1;1;0;0;0;0;2625;928.8443;0;682.5;6069.3633;6069.3633;5061.3443;0;0;0;0;0;0;0;0;100638.1753;2.1213203;0;0;0;0;0;0;0;0;2227.38636;134.4732;0;0;1.274065;1.274065;1195.133;0;0;0;0;0;0;0;0;0;"2:[20.63,40.35)";"3:[4,985.24,7,477.86)"
