"Survey";"Date";"Longitude";"Latitude";"Pesc";"Psem";"Total";"Sea";"Coast";"Depth";"Mud";"DayOfYear";"ElapsedDays"
"Albatross";1986-03-12;141.45;-12.65;0;109.529490913176;109.529490913176;0.146290806272985;30.633115;29.3680555555556;66.9322315;70;5914
"Albatross";1986-03-12;141.55;-12.65;6.38404359587133;144.37326375398;150.757307349852;0.0793095202355924;30.64719;14.3055555555556;78.622927;70;5914
"Albatross";1986-03-12;141.55;-12.75;0;1795.8769502778;1795.8769502778;0.167600715988924;30.548672;17.4791666666667;76.57074;70;5914
"Albatross";1986-03-12;141.45;-12.75;26.6844035561473;590.812099672323;617.49650322847;0.215872647642076;30.534599;28.2013888888889;71.2931843;70;5914
"Albatross";1986-03-12;141.45;-12.85;143.226713430709;179.075478339379;322.302191770088;0.175410946066673;30.436107;26.9652777777778;50.7824183;70;5914
"Albatross";1986-03-12;141.45;-12.95;90.6597650478857;195.081492536046;285.741257583931;0.124887949778996;30.3236;24.7083333333333;23.91062637;70;5914
"Albatross";1986-03-13;141.55;-12.95;167.159976973141;171.419961473091;338.579938446232;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;71;5915
"Albatross";1986-03-13;141.55;-12.85;131.222043714586;371.700840445341;502.922884159927;0.101980390271845;30.450175;19.7638888888889;38.5847894;71;5915
"Albatross";1986-03-13;141.65;-12.85;0;149.824656869605;149.824656869605;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;71;5915
"Albatross";1986-03-13;141.65;-12.75;0;192.218250373125;192.218250373125;0.12277621919572;30.562745;10.3888888888889;72.4908351;71;5915
"Albatross";1986-03-13;141.75;-12.75;0;37.9230642061018;37.9230642061018;0.0455411901469376;30.576819;4.048;77.017635;71;5915
"Albatross";1986-04-08;141.65;-12.65;15.4158748043697;65.9273708712451;81.3432456756147;0.0696419413859247;30.661264;7.48611111111111;82.1150689;97;5941
"Albatross";1986-04-08;141.55;-12.55;18.7884256591586;18.4206937601713;37.2091194193299;0.0346554469023099;30.745707;12.6666666666667;63.6190290816327;97;5941
"Albatross";1986-04-08;141.55;-12.45;0;79.2031366874607;79.2031366874607;0.0762758153020903;30.844183;17.5;36.7512795;97;5941
"Albatross";1986-04-08;141.55;-12.35;0;9.97581870869516;9.97581870869516;0.114856432122885;30.942569;21.0486111111111;27.89221557;97;5941
"Albatross";1986-04-09;141.45;-12.35;104.862766109728;29.77726344491;134.640029554638;0.204919496388232;30.928521;30.5902777777778;38.6616449;98;5942
"Albatross";1986-04-09;141.45;-12.45;71.0030492338402;152.7048197993;223.707869033141;0.16857639217875;30.83012;30.9305555555556;45.8201387;98;5942
"Albatross";1986-04-09;141.45;-12.55;0;83.6791967632086;83.6791967632086;0.127283148923964;30.731634;30.4166666666667;53.9037277;98;5942
"Albatross";1986-04-09;141.35;-12.45;39.5475686754932;441.937971342826;481.485540018319;0.256906597813286;30.801987;39.7361111111111;36.7473185;98;5942
"Albatross";1986-04-09;141.25;-12.45;115.146782421961;350.676519622859;465.823302044821;0.347851980014478;30.787919;43.8611111111111;20.22919245;98;5942
"Albatross";1986-04-09;141.15;-12.65;57.6144585515765;224.658846256644;282.273304808221;0.431741820999525;30.576819;44.9097222222222;25.4878604;98;5942
"Albatross";1986-04-09;141.25;-12.75;136.653868097885;338.156655400662;474.810523498547;0.369595725083493;30.492384;41.9305555555556;33.6998084;98;5942
"Albatross";1986-04-10;141.35;-12.75;44.3095804389468;203.120883429106;247.430463868053;0.285658887486452;30.506456;36.6458333333333;54.1593614;99;5943
"Albatross";1986-04-10;141.35;-12.65;36.7223414143588;316.127568484506;352.849909898865;0.237488947111224;30.604967;38.7083333333333;42.2623109;99;5943
"Albatross";1986-04-10;141.45;-12.65;0;9.97581870869516;9.97581870869516;0.146290806272985;30.633115;29.3680555555556;66.9322315;99;5943
"Albatross";1986-04-10;141.55;-12.65;0;64.3149369419045;64.3149369419045;0.0793095202355924;30.64719;14.3055555555556;78.622927;99;5943
"Albatross";1986-04-10;141.55;-12.75;0;513.637135897856;513.637135897856;0.167600715988924;30.548672;17.4791666666667;76.57074;99;5943
"Albatross";1986-04-10;141.45;-12.75;0;8.79949883341914;8.79949883341914;0.215872647642076;30.534599;28.2013888888889;71.2931843;99;5943
"Albatross";1986-04-10;141.45;-12.85;73.3187381368348;477.692054930908;551.010793067743;0.175410946066673;30.436107;26.9652777777778;50.7824183;99;5943
"Albatross";1986-04-10;141.45;-12.95;126.660868732871;581.134743383635;707.795612116505;0.124887949778996;30.3236;24.7083333333333;23.91062637;99;5943
"Albatross";1986-04-10;141.55;-12.95;82.8438152619756;181.789861738945;264.63367700092;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;99;5943
"Albatross";1986-04-11;141.55;-12.85;0;111.370780326665;111.370780326665;0.101980390271845;30.450175;19.7638888888889;38.5847894;100;5944
"Albatross";1986-04-11;141.65;-12.85;0;137.482986924955;137.482986924955;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;100;5944
"Albatross";1986-04-11;141.75;-12.75;0;15.4290154876021;15.4290154876021;0.0455411901469376;30.576819;4.048;77.017635;100;5944
"Albatross";1986-04-11;141.65;-12.75;10.5626415251341;288.39412128963;298.956762814764;0.12277621919572;30.562745;10.3888888888889;72.4908351;100;5944
"Albatross";1986-04-11;141.75;-12.75;0;88.0583423201831;88.0583423201831;0.0455411901469376;30.576819;4.048;77.017635;100;5944
"Albatross";1986-05-08;141.65;-12.65;16.451568268049;317.487211664486;333.938779932535;0.0696419413859247;30.661264;7.48611111111111;82.1150689;127;5971
"Albatross";1986-05-08;141.55;-12.65;0;69.1037628561463;69.1037628561463;0.0793095202355924;30.64719;14.3055555555556;78.622927;127;5971
"Albatross";1986-05-08;141.55;-12.55;0;22.2350809463081;22.2350809463081;0.0346554469023099;30.745707;12.6666666666667;63.6190290816327;127;5971
"Albatross";1986-05-08;141.55;-12.45;0;122.723188808282;122.723188808282;0.0762758153020903;30.844183;17.5;36.7512795;127;5971
"Albatross";1986-05-08;141.55;-12.35;77.3765381161798;15.8322237902401;93.2087619064198;0.114856432122885;30.942569;21.0486111111111;27.89221557;127;5971
"Albatross";1986-05-09;141.55;-12.25;505.719886800705;0;505.719886800705;0.150053323855199;31.040819;23.6736111111111;21.0926921;128;5972
"Albatross";1986-05-09;141.45;-12.35;685.959785828694;0;685.959785828694;0.204919496388232;30.928521;30.5902777777778;38.6616449;128;5972
"Albatross";1986-05-09;141.45;-12.45;101.384269120065;73.6870388787386;175.071307998804;0.16857639217875;30.83012;30.9305555555556;45.8201387;128;5972
"Albatross";1986-05-09;141.45;-12.55;126.741186029107;137.687542673923;264.42872870303;0.127283148923964;30.731634;30.4166666666667;53.9037277;128;5972
"Albatross";1986-05-09;141.35;-12.45;69.4836278896691;34.8985056575687;104.382133547238;0.256906597813286;30.801987;39.7361111111111;36.7473185;128;5972
"Albatross";1986-05-09;141.25;-12.45;0;149.761954148149;149.761954148149;0.347851980014478;30.787919;43.8611111111111;20.22919245;128;5972
"Albatross";1986-05-09;141.15;-12.65;0;888.746466632418;888.746466632418;0.431741820999525;30.576819;44.9097222222222;25.4878604;128;5972
"Albatross";1986-05-10;141.25;-12.75;100.501890739641;303.063052460871;403.564943200512;0.369595725083493;30.492384;41.9305555555556;33.6998084;129;5973
"Albatross";1986-05-10;141.35;-12.75;0;285.925356181343;285.925356181343;0.285658887486452;30.506456;36.6458333333333;54.1593614;129;5973
"Albatross";1986-05-10;141.35;-12.65;0;104.712836908962;104.712836908962;0.237488947111224;30.604967;38.7083333333333;42.2623109;129;5973
"Albatross";1986-05-10;141.45;-12.65;42.3710403205371;514.812074096553;557.18311441709;0.146290806272985;30.633115;29.3680555555556;66.9322315;129;5973
"Albatross";1986-05-10;141.55;-12.75;101.584697155614;824.73389092321;926.318588078824;0.167600715988924;30.548672;17.4791666666667;76.57074;129;5973
"Albatross";1986-05-10;141.45;-12.75;172.038549441571;721.182782475747;893.221331917318;0.215872647642076;30.534599;28.2013888888889;71.2931843;129;5973
"Albatross";1986-05-10;141.45;-12.85;415.193532222278;146.766278240468;561.959810462746;0.175410946066673;30.436107;26.9652777777778;50.7824183;129;5973
"Albatross";1986-05-10;141.45;-12.95;529.02834953947;115.29294567924;644.321295218711;0.124887949778996;30.3236;24.7083333333333;23.91062637;129;5973
"Albatross";1986-05-10;141.55;-12.95;0;11.9748109642003;11.9748109642003;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;129;5973
"Albatross";1986-05-11;141.65;-12.85;0;404.496433182529;404.496433182529;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;130;5974
"Albatross";1986-05-11;141.75;-12.75;0;55.2691189132425;55.2691189132425;0.0455411901469376;30.576819;4.048;77.017635;130;5974
"Albatross";1986-05-11;141.65;-12.75;10.8241055128557;653.830871422632;664.654976935488;0.12277621919572;30.562745;10.3888888888889;72.4908351;130;5974
"Albatross";1986-05-11;141.55;-12.85;47.434440647935;460.963016766825;508.39745741476;0.101980390271845;30.450175;19.7638888888889;38.5847894;130;5974
"Albatross";1986-05-11;141.75;-12.75;0;91.8683170938459;91.8683170938459;0.0455411901469376;30.576819;4.048;77.017635;130;5974
"Albatross";1986-06-06;141.65;-12.65;41.040482497569;271.972564043873;313.013046541442;0.0696419413859247;30.661264;7.48611111111111;82.1150689;156;6000
"Albatross";1986-06-06;141.55;-12.65;0;186.466184844403;186.466184844403;0.0793095202355924;30.64719;14.3055555555556;78.622927;156;6000
"Albatross";1986-06-06;141.55;-12.55;0;17.988005809143;17.988005809143;0.0346554469023099;30.745707;12.6666666666667;63.6190290816327;156;6000
"Albatross";1986-06-06;141.55;-12.45;0;107.810982571475;107.810982571475;0.0762758153020903;30.844183;17.5;36.7512795;156;6000
"Albatross";1986-06-07;141.55;-12.25;229.163875177257;0;229.163875177257;0.150053323855199;31.040819;23.6736111111111;21.0926921;157;6001
"Albatross";1986-06-07;141.45;-12.35;437.235960594085;0;437.235960594085;0.204919496388232;30.928521;30.5902777777778;38.6616449;157;6001
"Albatross";1986-06-07;141.45;-12.45;47.434440647935;268.966404155287;316.400844803222;0.16857639217875;30.83012;30.9305555555556;45.8201387;157;6001
"Albatross";1986-06-07;141.45;-12.55;16.801869406362;387.140351137942;403.942220544304;0.127283148923964;30.731634;30.4166666666667;53.9037277;157;6001
"Albatross";1986-06-07;141.35;-12.45;103.072166192189;214.71358808762;317.785754279809;0.256906597813286;30.801987;39.7361111111111;36.7473185;157;6001
"Albatross";1986-06-07;141.25;-12.45;80.8629883846365;254.077257994804;334.94024637944;0.347851980014478;30.787919;43.8611111111111;20.22919245;157;6001
"Albatross";1986-06-07;141.15;-12.65;36.7223414143588;511.772760195744;548.495101610103;0.431741820999525;30.576819;44.9097222222222;25.4878604;157;6001
"Albatross";1986-06-08;141.25;-12.75;0;108.771409618254;108.771409618254;0.369595725083493;30.492384;41.9305555555556;33.6998084;158;6002
"Albatross";1986-06-08;141.35;-12.65;131.418709038551;141.704612781765;273.123321820315;0.237488947111224;30.604967;38.7083333333333;42.2623109;158;6002
"Albatross";1986-06-08;141.45;-12.65;0;103.992099741316;103.992099741316;0.146290806272985;30.633115;29.3680555555556;66.9322315;158;6002
"Albatross";1986-06-08;141.55;-12.75;229.585973173533;847.805701175414;1077.39167434895;0.167600715988924;30.548672;17.4791666666667;76.57074;158;6002
"Albatross";1986-06-08;141.45;-12.75;73.1448235693041;65.7844346210048;138.929258190309;0.215872647642076;30.534599;28.2013888888889;71.2931843;158;6002
"Albatross";1986-06-08;141.45;-12.85;102.598677017951;137.721737047914;240.320414065865;0.175410946066673;30.436107;26.9652777777778;50.7824183;158;6002
"Albatross";1986-06-08;141.45;-12.95;85.5085208033927;210.311681851092;295.820202654485;0.124887949778996;30.3236;24.7083333333333;23.91062637;158;6002
"Albatross";1986-06-08;141.55;-12.95;99.6779309088094;25.9865359659418;125.664466874751;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;158;6002
"Albatross";1986-06-09;141.55;-12.85;16.3723826351703;50.9470519984073;67.3194346335775;0.101980390271845;30.450175;19.7638888888889;38.5847894;159;6003
"Albatross";1986-06-09;141.65;-12.85;63.661918777521;320.065766083229;383.72768486075;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;159;6003
"Albatross";1986-06-09;141.75;-12.75;115.975057919504;57.9877408343324;173.962798753836;0.0455411901469376;30.576819;4.048;77.017635;159;6003
"Albatross";1986-06-09;141.65;-12.75;35.7010988735004;413.57824529426;449.27934416776;0.12277621919572;30.562745;10.3888888888889;72.4908351;159;6003
"Albatross";1986-06-09;141.75;-12.75;0;60.0313024580561;60.0313024580561;0.0455411901469376;30.576819;4.048;77.017635;159;6003
"Albatross";1986-07-06;141.65;-12.65;57.6144585515765;108.503700228795;166.118158780371;0.0696419413859247;30.661264;7.48611111111111;82.1150689;186;6030
"Albatross";1986-07-06;141.55;-12.65;25.9728449034456;53.520405253117;79.4932501565626;0.0793095202355924;30.64719;14.3055555555556;78.622927;186;6030
"Albatross";1986-07-06;141.55;-12.45;0;313.678342058933;313.678342058933;0.0762758153020903;30.844183;17.5;36.7512795;186;6030
"Albatross";1986-07-07;141.55;-12.35;0;130.602717022091;130.602717022091;0.114856432122885;30.942569;21.0486111111111;27.89221557;187;6031
"Albatross";1986-07-07;141.55;-12.25;420.804595575651;0;420.804595575651;0.150053323855199;31.040819;23.6736111111111;21.0926921;187;6031
"Albatross";1986-07-07;141.45;-12.35;54.0847758910829;209.363487275883;263.448263166966;0.204919496388232;30.928521;30.5902777777778;38.6616449;187;6031
"Albatross";1986-07-07;141.45;-12.45;88.3371855110704;189.615283608618;277.952469119689;0.16857639217875;30.83012;30.9305555555556;45.8201387;187;6031
"Albatross";1986-07-07;141.45;-12.55;107.111350495192;134.177091755442;241.288442250634;0.127283148923964;30.731634;30.4166666666667;53.9037277;187;6031
"Albatross";1986-07-07;141.35;-12.45;92.7387378671546;213.804790012036;306.54352787919;0.256906597813286;30.801987;39.7361111111111;36.7473185;187;6031
"Albatross";1986-07-07;141.25;-12.45;379.529669688254;639.736434672224;1019.26610436048;0.347851980014478;30.787919;43.8611111111111;20.22919245;187;6031
"Albatross";1986-07-07;141.15;-12.65;98.5767050758602;2118.85518184448;2217.43188692034;0.431741820999525;30.576819;44.9097222222222;25.4878604;187;6031
"Albatross";1986-07-08;141.25;-12.75;0;277.327781593194;277.327781593194;0.369595725083493;30.492384;41.9305555555556;33.6998084;188;6032
"Albatross";1986-07-08;141.35;-12.75;45.5931550177265;0;45.5931550177265;0.285658887486452;30.506456;36.6458333333333;54.1593614;188;6032
"Albatross";1986-07-08;141.35;-12.65;61.2832573088076;210.913791295152;272.197048603959;0.237488947111224;30.604967;38.7083333333333;42.2623109;188;6032
"Albatross";1986-07-08;141.45;-12.65;0;257.485333679854;257.485333679854;0.146290806272985;30.633115;29.3680555555556;66.9322315;188;6032
"Albatross";1986-07-08;141.55;-12.75;690.821950049759;2617.27196466967;3308.09391471943;0.167600715988924;30.548672;17.4791666666667;76.57074;188;6032
"Albatross";1986-07-08;141.45;-12.75;111.699234442659;207.747576265789;319.446810708448;0.215872647642076;30.534599;28.2013888888889;71.2931843;188;6032
"Albatross";1986-07-08;141.45;-12.85;633.997515420678;151.457570858052;785.45508627873;0.175410946066673;30.436107;26.9652777777778;50.7824183;188;6032
"Albatross";1986-07-08;141.45;-12.95;64.7451938691115;21.0152381868971;85.7604320560087;0.124887949778996;30.3236;24.7083333333333;23.91062637;188;6032
"Albatross";1986-07-08;141.55;-12.95;62.0578066628625;135.041188962722;197.098995625585;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;188;6032
"Albatross";1986-07-09;141.55;-12.85;0;423.933129953266;423.933129953266;0.101980390271845;30.450175;19.7638888888889;38.5847894;189;6033
"Albatross";1986-07-09;141.65;-12.85;0;550.605052424751;550.605052424751;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;189;6033
"Albatross";1986-07-09;141.75;-12.75;0;266.901258763687;266.901258763687;0.0455411901469376;30.576819;4.048;77.017635;189;6033
"Albatross";1986-07-09;141.65;-12.75;64.7024002049657;1168.39662710673;1233.0990273117;0.12277621919572;30.562745;10.3888888888889;72.4908351;189;6033
"Albatross";1986-07-09;141.75;-12.75;0;159.049114925122;159.049114925122;0.0455411901469376;30.576819;4.048;77.017635;189;6033
"Albatross";1986-08-07;141.65;-12.65;42.5630976883677;676.527645127061;719.090742815428;0.0696419413859247;30.661264;7.48611111111111;82.1150689;218;6062
"Albatross";1986-08-07;141.55;-12.65;0;69.8138118756108;69.8138118756108;0.0793095202355924;30.64719;14.3055555555556;78.622927;218;6062
"Albatross";1986-08-07;141.55;-12.55;0;101.151609113756;101.151609113756;0.0346554469023099;30.745707;12.6666666666667;63.6190290816327;218;6062
"Albatross";1986-08-07;141.55;-12.45;10.8241055128557;972.76661622741;983.590721740266;0.0762758153020903;30.844183;17.5;36.7512795;218;6062
"Albatross";1986-08-08;141.55;-12.35;490.979853611561;371.456315006394;862.436168617955;0.114856432122885;30.942569;21.0486111111111;27.89221557;219;6063
"Albatross";1986-08-08;141.55;-12.25;299.485130158426;0;299.485130158426;0.150053323855199;31.040819;23.6736111111111;21.0926921;219;6063
"Albatross";1986-08-08;141.45;-12.35;372.974372271193;538.419603407392;911.393975678585;0.204919496388232;30.928521;30.5902777777778;38.6616449;219;6063
"Albatross";1986-08-08;141.45;-12.45;34.0257560108947;680.893407260295;714.919163271189;0.16857639217875;30.83012;30.9305555555556;45.8201387;219;6063
"Albatross";1986-08-08;141.45;-12.55;111.550155421144;1337.444587183;1448.99474260414;0.127283148923964;30.731634;30.4166666666667;53.9037277;219;6063
"Albatross";1986-08-08;141.35;-12.45;126.660868732871;755.453108116178;882.113976849049;0.256906597813286;30.801987;39.7361111111111;36.7473185;219;6063
"Albatross";1986-08-10;141.35;-12.65;213.413702347329;1271.81707942202;1485.23078176935;0.237488947111224;30.604967;38.7083333333333;42.2623109;221;6065
"Albatross";1986-08-10;141.45;-12.65;81.7853453096389;481.844888049875;563.630233359514;0.146290806272985;30.633115;29.3680555555556;66.9322315;221;6065
"Albatross";1986-08-10;141.55;-12.75;69.0464101812943;1780.26078247352;1849.30719265482;0.167600715988924;30.548672;17.4791666666667;76.57074;221;6065
"Albatross";1986-08-10;141.45;-12.75;0;270.244236261568;270.244236261568;0.215872647642076;30.534599;28.2013888888889;71.2931843;221;6065
"Albatross";1986-08-11;141.45;-12.85;249.644496438089;208.386441255309;458.030937693398;0.175410946066673;30.436107;26.9652777777778;50.7824183;222;6066
"Albatross";1986-08-11;141.65;-12.85;8.4233710883608;149.078080270834;157.501451359195;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;222;6066
"Albatross";1986-08-11;141.75;-12.75;0;1448.82794650734;1448.82794650734;0.0455411901469376;30.576819;4.048;77.017635;222;6066
"Albatross";1986-08-11;141.65;-12.75;36.2875909968605;1471.39330513878;1507.68089613564;0.12277621919572;30.562745;10.3888888888889;72.4908351;222;6066
"Albatross";1986-08-11;141.75;-12.75;0;343.354570731209;343.354570731209;0.0455411901469376;30.576819;4.048;77.017635;222;6066
"Albatross";1986-09-03;141.65;-12.65;0;955.39545554303;955.39545554303;0.0696419413859247;30.661264;7.48611111111111;82.1150689;245;6089
"Albatross";1986-09-03;141.55;-12.65;0;1841.64655278953;1841.64655278953;0.0793095202355924;30.64719;14.3055555555556;78.622927;245;6089
"Albatross";1986-09-04;141.55;-12.45;0;1204.95360411626;1204.95360411626;0.0762758153020903;30.844183;17.5;36.7512795;246;6090
"Albatross";1986-09-04;141.55;-12.35;509.317589319172;429.202181963239;938.519771282411;0.114856432122885;30.942569;21.0486111111111;27.89221557;246;6090
"Albatross";1986-09-04;141.55;-12.25;60.8397294044275;26.0643494983622;86.9040789027896;0.150053323855199;31.040819;23.6736111111111;21.0926921;246;6090
"Albatross";1986-09-04;141.45;-12.35;308.078820250555;1753.54115143554;2061.6199716861;0.204919496388232;30.928521;30.5902777777778;38.6616449;246;6090
"Albatross";1986-09-04;141.45;-12.45;189.051010198876;618.449162382727;807.500172581603;0.16857639217875;30.83012;30.9305555555556;45.8201387;246;6090
"Albatross";1986-09-04;141.45;-12.55;54.6992453221944;692.54795838428;747.247203706474;0.127283148923964;30.731634;30.4166666666667;53.9037277;246;6090
"Albatross";1986-09-04;141.35;-12.45;180.444056938123;236.994463419035;417.438520357157;0.256906597813286;30.801987;39.7361111111111;36.7473185;246;6090
"Albatross";1986-09-04;141.25;-12.45;73.1448235693041;853.60151437143;926.746337940734;0.347851980014478;30.787919;43.8611111111111;20.22919245;246;6090
"Albatross";1986-09-04;141.15;-12.65;0;1817.04543170548;1817.04543170548;0.431741820999525;30.576819;44.9097222222222;25.4878604;246;6090
"Albatross";1986-09-05;141.25;-12.75;0;478.019440640375;478.019440640375;0.369595725083493;30.492384;41.9305555555556;33.6998084;247;6091
"Albatross";1986-09-05;141.35;-12.75;0;776.714955720665;776.714955720665;0.285658887486452;30.506456;36.6458333333333;54.1593614;247;6091
"Albatross";1986-09-05;141.35;-12.65;0;32.2739899908805;32.2739899908805;0.237488947111224;30.604967;38.7083333333333;42.2623109;247;6091
"Albatross";1986-09-05;141.45;-12.65;69.0464101812943;636.279854900049;705.326265081343;0.146290806272985;30.633115;29.3680555555556;66.9322315;247;6091
"Albatross";1986-09-05;141.55;-12.75;237.85023000544;2369.65744993437;2607.50767993981;0.167600715988924;30.548672;17.4791666666667;76.57074;247;6091
"Albatross";1986-09-05;141.45;-12.75;155.377823529577;173.63608718754;329.013910717117;0.215872647642076;30.534599;28.2013888888889;71.2931843;247;6091
"Albatross";1986-09-05;141.45;-12.85;443.925009497095;822.042923408982;1265.96793290608;0.175410946066673;30.436107;26.9652777777778;50.7824183;247;6091
"Albatross";1986-09-05;141.45;-12.95;216.641569445606;1689.91189370873;1906.55346315434;0.124887949778996;30.3236;24.7083333333333;23.91062637;247;6091
"Albatross";1986-09-05;141.55;-12.95;439.380024569698;566.095900109763;1005.47592467946;0.0369999999999969;30.35172;14.7142857142857;18.2155451595745;247;6091
"Albatross";1986-09-06;141.55;-12.85;159.175817997131;929.114072079924;1088.28989007706;0.101980390271845;30.450175;19.7638888888889;38.5847894;248;6092
"Albatross";1986-09-06;141.65;-12.85;0;1774.28357944422;1774.28357944422;0.0554436651025215;30.464244;8.61151079136691;39.7353091578947;248;6092
"Albatross";1986-09-06;141.75;-12.75;0;1737.46407673042;1737.46407673042;0.0455411901469376;30.576819;4.048;77.017635;248;6092
"Albatross";1986-09-06;141.65;-12.75;0;457.859956342199;457.859956342199;0.12277621919572;30.562745;10.3888888888889;72.4908351;248;6092
"Albatross";1986-09-06;141.75;-12.75;0;1275.99810563927;1275.99810563927;0.0455411901469376;30.576819;4.048;77.017635;248;6092
"Albatross";1986-10-03;141.65;-12.65;19.2474766012165;1359.8538813643;1379.10135796552;0.0696419413859247;30.661264;7.48611111111111;82.1150689;275;6119
"Albatross";1986-10-03;141.55;-12.65;10.5626415251341;2596.80492053496;2607.36756206009;0.0793095202355924;30.64719;14.3055555555556;78.622927;275;6119
"Albatross";1986-10-03;141.55;-12.45;0;472.539797210471;472.539797210471;0.0762758153020903;30.844183;17.5;36.7512795;275;6119
"Albatross";1986-10-04;141.55;-12.35;22.3899264248339;129.496013433091;151.885939857925;0.114856432122885;30.942569;21.0486111111111;27.89221557;276;6120
"Albatross";1986-10-04;141.55;-12.25;0;40.5413164719887;40.5413164719887;0.150053323855199;31.040819;23.6736111111111;21.0926921;276;6120
"Albatross";1986-10-04;141.45;-12.35;54.0847758910829;327.763166437546;381.847942328629;0.204919496388232;30.928521;30.5902777777778;38.6616449;276;6120
"Albatross";1986-10-04;141.45;-12.45;40.204312170578;623.579380771113;663.783692941691;0.16857639217875;30.83012;30.9305555555556;45.8201387;276;6120
"Albatross";1986-10-04;141.45;-12.55;94.1330905192987;469.025886779489;563.158977298788;0.127283148923964;30.731634;30.4166666666667;53.9037277;276;6120
"Albatross";1986-10-04;141.35;-12.45;69.0464101812943;594.575951301819;663.622361483114;0.256906597813286;30.801987;39.7361111111111;36.7473185;276;6120
"Albatross";1986-10-04;141.25;-12.45;0;362.481178332951;362.481178332951;0.347851980014478;30.787919;43.8611111111111;20.22919245;276;6120
"Albatross";1986-10-04;141.15;-12.65;0;301.407394378683;301.407394378683;0.431741820999525;30.576819;44.9097222222222;25.4878604;276;6120
"Albatross";1986-10-05;141.25;-12.75;0;1576.04334469853;1576.04334469853;0.369595725083493;30.492384;41.9305555555556;33.6998084;277;6121
"Albatross";1986-10-05;141.35;-12.75;0;914.390567965617;914.390567965617;0.285658887486452;30.506456;36.6458333333333;54.1593614;277;6121
"Albatross";1986-10-05;141.35;-12.65;0;279.553949617736;279.553949617736;0.237488947111224;30.604967;38.7083333333333;42.2623109;277;6121
"Albatross";1986-10-05;141.45;-12.65;53.5210618562984;634.282093422959;687.803155279257;0.146290806272985;30.633115;29.3680555555556;66.9322315;277;6121
"Albatross";1986-10-05;141.55;-12.75;25.1404312741438;858.995889631798;884.136320905942;0.167600715988924;30.548672;17.4791666666667;76.57074;277;6121
"Albatross";1986-10-05;141.45;-12.75;43.3246498964397;866.473005703069;909.797655599509;0.215872647642076;30.534599;28.2013888888889;71.2931843;277;6121
"Albatross";1986-10-05;141.45;-12.85;77.3904726874921;418.300804214421;495.691276901913;0.175410946066673;30.436107;26.9652777777778;50.7824183;277;6121
"Albatross";1986-10-05;141.45;-12.95;78.8457151213236;2110.53891647717;2189.38463159849;0.124887949778996;30.3236;24.7083333333333;23.91062637;277;6121
